id,name,current_price,total_volume,market_cap,last_updated
status,Status,0.087925,18756956.0,342123766.0,2021-10-12T20:00:18.894Z
tokamak-network,Tokamak Network,8.69,91312149.0,341670182.0,2021-10-12T20:01:34.099Z
electroneum,Electroneum,0.01895862,1294560.0,341539665.0,2021-10-12T20:00:20.481Z
orbs,Orbs,0.118428,17249460.0,336549604.0,2021-10-12T20:01:37.294Z
ardor,Ardor,0.327589,9911408.0,335205746.0,2021-10-12T19:59:28.162Z
unibright,Unibright,2.21,2022035.0,333474777.0,2021-10-12T19:59:44.838Z
akash-network,Akash Network,2.95,3571360.0,330811946.0,2021-10-12T20:00:10.939Z
conflux-token,Conflux,0.323278,25244202.0,328675086.0,2021-10-12T20:01:28.046Z
superrare,SuperRare,2.32,189952938.0,328503467.0,2021-10-12T19:59:54.878Z
kadena,Kadena,2.14,4830674.0,326513101.0,2021-10-12T20:01:22.188Z
ocean-protocol,Ocean Protocol,0.745241,31163722.0,325494596.0,2021-10-12T20:01:19.706Z
civic,Civic,0.477038,27727804.0,323873485.0,2021-10-12T20:01:22.133Z
asd,AscendEx Token,0.434393,4304427.0,323381952.0,2021-10-12T19:58:43.336Z
rari-governance-token,Rari Governance Token,28.34,6179007.0,320555360.0,2021-10-12T19:59:46.948Z
pax-gold,PAX Gold,1762.92,5057230.0,318904807.0,2021-10-12T20:01:19.894Z
badger-dao,Badger DAO,32.27,93847527.0,318299831.0,2021-10-12T20:01:04.554Z
band-protocol,Band Protocol,7.53,32408446.0,315074499.0,2021-10-12T20:01:30.429Z
velas,Velas,0.140939,6849081.0,312032398.0,2021-10-12T20:01:10.821Z
singularitynet,SingularityNET,0.320427,3254126.0,311975176.0,2021-10-12T19:58:37.696Z
venus,Venus,27.26,26354683.0,309184411.0,2021-10-12T20:01:34.442Z
mask-network,Mask Network,9.17,43469599.0,307961515.0,2021-10-12T20:01:02.581Z
convex-crv,Convex CRV,2.6,837587.0,307832060.0,2021-10-12T19:57:08.934Z
bonfida,Bonfida,6.23,2204801.0,306628637.0,2021-10-12T19:59:33.949Z
radicle,Radicle,14.4,51403189.0,306133466.0,2021-10-12T20:00:21.964Z
aelf,aelf,0.65509,43961458.0,303650690.0,2021-10-12T20:00:20.227Z
reef-finance,Reef Finance,0.02214456,72591389.0,303333071.0,2021-10-12T20:01:28.674Z
chia,Chia,152.33,24771503.0,303243943.0,2021-10-12T20:01:23.673Z
mirror-protocol,Mirror Protocol,2.79,29630737.0,296609311.0,2021-10-12T19:59:58.340Z
oasis-network,Oasis Network,0.197484,45698889.0,296583296.0,2021-10-12T20:00:15.573Z
prometeus,Prometeus,17.85,12730593.0,295810899.0,2021-10-12T20:01:01.141Z
sapphire,Sapphire,0.42327,1097490.0,290931365.0,2021-10-12T19:59:33.424Z
storm,StormX,0.03102109,15050946.0,290103185.0,2021-10-12T20:01:03.702Z
btc-standard-hashrate-token,BTC Standard Hashrate Token,39.79,48400327.0,289937408.0,2021-10-12T20:00:50.033Z
dodo,DODO,1.27,37071827.0,283123805.0,2021-10-12T20:01:08.698Z
dopex,Dopex,1962.86,9959076.0,280457735.0,2021-10-12T19:57:41.937Z
origin-protocol,Origin Protocol,0.781582,25848581.0,280337210.0,2021-10-12T20:01:12.333Z
hive,Hive,0.772599,7036448.0,278948999.0,2021-10-12T19:59:48.241Z
bifrost,Bifrost,0.283883,13256765.0,278671096.0,2021-10-12T19:58:28.352Z
sbtc,sBTC,55853.0,3773864.0,275005659.0,2021-10-12T19:43:50.880Z
iexec-rlc,iExec RLC,3.84,36818133.0,274845073.0,2021-10-12T20:01:13.288Z
adventure-gold,Adventure Gold,3.53,55591395.0,271742233.0,2021-10-12T20:00:16.735Z
mango-markets,Mango Markets,0.261125,2008522.0,263142883.0,2021-10-12T20:01:00.650Z
casper-network,Casper Network,0.110481,23659907.0,262899422.0,2021-10-12T20:01:32.698Z
ark,Ark,1.63,6077689.0,262455807.0,2021-10-12T19:59:36.931Z
maidsafecoin,MaidSafeCoin,0.572448,956276.0,259625524.0,2021-10-12T20:00:03.610Z
dero,Dero,23.57,2058911.0,259525045.0,2021-10-12T19:59:05.144Z
numeraire,Numeraire,44.21,23768801.0,258687980.0,2021-10-12T20:00:05.084Z
husd,HUSD,1.0,37409490.0,256687261.0,2021-10-12T20:00:30.148Z
cartesi,Cartesi,0.58888,15703847.0,254852977.0,2021-10-12T20:01:20.222Z
shiden,Shiden Network,4.4,4981208.0,253373415.0,2021-10-12T19:58:33.117Z
marketpeak,PEAKDEFI,0.253687,57515.0,251454893.0,2021-10-12T19:57:30.618Z
telos,Telos,1.03,5307557.0,249300192.0,2021-10-12T20:00:00.500Z
frax-share,Frax Share,6.83,31328055.0,248102887.0,2021-10-12T20:01:02.385Z
tokemak,Tokemak,47.69,8176850.0,245586176.0,2021-10-12T19:58:35.032Z
eden,EDEN,2.87,10702395.0,245206922.0,2021-10-12T20:00:21.947Z
dawn-protocol,Dawn Protocol,3.35,47209784.0,242236987.0,2021-10-12T19:59:48.510Z
ice-token,Popsicle Finance,18.24,19560819.0,241088984.0,2021-10-12T19:59:39.428Z
nkn,NKN,0.366435,44390618.0,239539405.0,2021-10-12T20:00:03.718Z
alchemix-usd,Alchemix USD,1.0,671639.0,239367694.0,2021-10-12T12:51:29.251Z
alchemix,Alchemix,315.92,15368479.0,237689982.0,2021-10-12T20:00:00.874Z
ton-crystal,TON Crystal,0.353697,558190.0,231207166.0,2021-10-12T19:55:34.314Z
unizen,Unizen,5.27,3852099.0,231000861.0,2021-10-12T19:58:00.937Z
alien-worlds,Alien Worlds,0.185364,47150481.0,229939008.0,2021-10-12T19:58:43.493Z
steem,Steem,0.595032,10876746.0,229351104.0,2021-10-12T20:00:13.461Z
orion-protocol,Orion Protocol,7.39,8398237.0,229142587.0,2021-10-12T19:59:54.871Z
allianceblock,AllianceBlock,0.745442,5429733.0,222590453.0,2021-10-12T19:58:47.591Z
